algorithm,quantum,context_switch_time,num_patrons,seed,cpu_util,mean_turnaround,median_turnaround,SD_turnaround,mean_response,median_response,SD_response,mean_wait,median_wait,SD_wait,mean_throughput,median_throughput,SD_throughput
RR,81,1,100,47,96.10,23399.62,23436.00,4324.60,3252.77,2865.00,2697.50,22635.48,22749.00,4303.09,3.13,1.00,4.09
FCFS,0,1,100,47,97.93,22989.58,24944.00,3908.57,3113.59,3286.50,1846.72,22228.19,24144.00,3923.76,3.23,1.00,4.82
SJF,0,1,100,47,97.92,13979.48,13289.00,7756.84,4636.38,170.00,7203.27,13215.51,12283.00,6011.57,3.23,4.00,1.80
RR,81,2,100,47,94.21,23709.70,23839.00,4094.57,3305.87,3092.50,2619.56,22944.84,23110.00,4058.94,3.03,1.00,3.88
FCFS,0,2,100,47,96.34,23456.90,25442.00,3980.46,3173.35,3370.00,1886.55,22695.23,24674.50,3994.58,3.13,1.00,4.40
SJF,0,2,100,47,96.21,14126.88,13529.00,7801.40,4389.12,157.50,7554.39,13362.85,13194.50,5774.86,3.13,3.00,1.52
RR,81,3,100,47,92.35,24073.82,24125.00,4506.45,3618.42,3274.50,2977.16,23309.06,23465.00,4483.57,3.03,1.00,3.85
FCFS,0,3,100,47,94.69,23965.32,25968.00,4039.04,3209.27,3371.50,1907.69,23202.15,25195.00,4044.39,3.13,1.00,4.67
SJF,0,3,100,47,94.55,15461.76,15244.50,7892.97,4288.80,190.00,7240.69,14698.32,14420.00,5705.38,3.13,3.00,1.74
RR,81,4,100,47,90.01,25299.54,25407.50,4522.19,3909.14,3305.00,3494.26,24526.14,24698.00,4483.87,2.86,1.00,3.67
FCFS,0,4,100,47,93.16,24477.40,26473.50,4063.19,3283.53,3368.00,1954.39,23713.96,25694.00,4070.18,3.03,1.00,4.38
SJF,0,4,100,47,93.17,15163.85,14479.50,7877.56,4795.52,162.00,7707.40,14399.90,14231.50,6038.96,3.03,3.00,1.69
RR,81,5,100,47,88.75,25136.48,25356.00,4679.62,3829.50,3416.50,3161.56,24369.06,24665.50,4645.52,2.86,1.00,3.69
FCFS,0,5,100,47,91.72,24927.47,26958.00,4154.29,3337.31,3437.00,1997.95,24163.96,26174.50,4161.06,3.03,1.00,4.71
SJF,0,5,100,47,91.50,14779.99,14583.00,8369.20,5625.09,277.50,8306.18,14015.88,13828.00,6067.30,2.94,3.00,1.54
RR,81,1,100,58,95.77,23644.02,23506.50,4373.07,3435.82,3213.50,2514.59,22878.56,22727.00,4334.75,3.13,1.00,4.25
FCFS,0,1,100,58,97.91,23474.87,25367.50,3926.28,3147.34,3515.50,1691.66,22712.91,24632.50,3913.34,3.23,1.00,5.04
SJF,0,1,100,58,97.50,14275.44,14193.00,8270.44,5544.86,297.50,7583.89,13513.58,13389.00,5740.07,3.13,3.00,1.62
RR,81,2,100,58,94.44,23848.29,23730.00,4407.84,3500.64,3314.50,2538.51,23085.32,22971.50,4387.27,3.03,1.00,4.25
FCFS,0,2,100,58,96.28,23948.62,25793.00,3857.70,3198.59,3589.00,1722.77,23187.11,25086.00,3852.60,3.13,1.00,4.76
SJF,0,2,100,58,95.43,14418.16,14602.00,8651.56,4809.55,275.00,7077.27,13656.15,13262.00,5531.20,3.13,3.00,1.18
RR,81,3,100,58,92.38,24632.39,24393.50,3937.85,3606.91,3298.50,2613.91,23867.56,23684.50,3896.93,2.94,1.00,4.00
FCFS,0,3,100,58,94.77,24309.97,26159.50,3989.74,3240.49,3627.00,1746.88,23548.79,25475.00,4001.27,3.13,1.00,4.92
SJF,0,3,100,58,94.54,15664.26,15423.00,8167.39,4749.24,183.00,7255.11,14901.94,15077.00,5505.67,3.03,3.00,1.38
RR,81,4,100,58,90.53,25161.43,24975.50,4489.75,3742.60,3368.50,2928.29,24396.73,24182.00,4461.89,2.94,1.00,4.01
FCFS,0,4,100,58,93.23,24877.85,26736.00,4045.34,3311.66,3740.50,1794.24,24115.28,26088.50,4041.36,3.03,1.00,4.63
SJF,0,4,100,58,93.02,14872.33,15264.00,8431.15,5659.81,194.00,8273.95,14108.55,13537.00,5435.05,3.03,3.00,1.61
RR,81,5,100,58,88.13,26066.23,26034.00,4728.20,3844.94,3443.00,2985.17,25293.03,25213.00,4658.67,2.86,1.00,3.81
FCFS,0,5,100,58,91.77,25417.80,27310.50,4113.06,3390.05,3843.00,1826.29,24653.04,26572.00,4110.58,2.94,1.00,4.74
SJF,0,5,100,58,91.77,15689.12,15419.50,8719.43,5612.65,197.50,8015.52,14925.38,14903.00,5979.37,2.94,3.00,1.59
RR,81,1,100,69,96.20,22204.77,22566.50,5054.69,3428.30,2747.50,3438.90,21460.32,21895.50,5009.86,3.13,1.00,3.89
FCFS,0,1,100,69,97.93,22487.90,24827.00,5030.92,2898.35,2869.50,1821.20,21745.38,24102.50,5016.42,3.13,1.50,4.48
SJF,0,1,100,69,97.66,14477.56,15074.50,7850.75,3944.46,133.50,6503.83,13736.18,14820.50,5294.32,3.13,3.00,1.77
RR,81,2,100,69,93.57,23288.26,23633.00,5062.44,3655.84,2918.50,3646.32,22536.23,22942.50,5020.58,2.94,2.00,3.46
FCFS,0,2,100,69,96.38,22936.81,25246.00,5078.65,2936.60,2809.00,1846.01,22194.09,24507.50,5062.69,3.13,1.00,4.37
SJF,0,2,100,69,96.03,14143.84,14477.00,8154.38,4146.93,101.50,6780.74,13401.22,12819.00,5182.26,3.13,3.00,1.74
RR,81,3,100,69,92.55,23198.17,23443.50,4846.92,3297.35,2773.50,3182.16,22452.82,22793.50,4820.93,2.94,1.00,3.57
FCFS,0,3,100,69,94.76,23483.89,25809.00,5061.97,3009.81,2939.00,1883.22,22740.54,25110.50,5059.84,3.03,1.00,4.22
SJF,0,3,100,69,94.83,14744.49,14903.00,8118.63,4664.83,132.50,7123.97,14002.09,14349.00,5725.43,3.03,3.00,1.53
RR,81,4,100,69,90.43,23978.22,24159.50,5382.82,3486.83,3001.50,3260.82,23232.13,23426.00,5361.52,2.86,1.00,3.57
FCFS,0,4,100,69,93.20,23997.12,26358.00,5079.35,3064.71,2956.50,1927.80,23253.65,25572.00,5073.82,3.03,1.00,4.22
SJF,0,4,100,69,93.27,14781.68,14309.50,8336.61,4439.85,127.00,7182.18,14035.90,14562.00,5794.28,3.03,3.00,1.63
RR,81,5,100,69,89.02,24516.05,24682.00,5683.16,3870.88,3241.00,3721.38,23765.80,23947.00,5645.92,2.86,1.00,3.44
FCFS,0,5,100,69,91.84,24365.85,26753.00,5186.58,3100.26,2983.00,1935.37,23622.80,25962.50,5194.82,2.94,1.00,4.29
SJF,0,5,100,69,91.66,15329.08,15639.50,8364.10,5070.98,131.50,7676.18,14585.45,15350.00,5939.76,2.94,3.00,1.79
RR,81,1,100,70,96.09,23036.98,23529.00,5090.91,3455.98,2857.50,2933.71,22279.83,22677.50,5093.10,3.13,1.00,4.59
FCFS,0,1,100,70,97.84,23168.26,25246.50,4213.29,2897.42,2889.00,1667.23,22413.45,24522.50,4238.10,3.23,1.00,5.33
SJF,0,1,100,70,97.46,14076.88,13623.50,7707.30,5285.64,227.00,7856.97,13320.50,13132.50,5914.91,3.23,3.00,1.67
RR,81,2,100,70,94.02,23049.12,23328.00,5034.12,3578.53,2949.00,3176.82,22292.20,22655.00,5025.14,3.13,1.00,4.13
FCFS,0,2,100,70,96.20,23523.41,25647.50,4280.24,2954.83,2932.00,1700.53,22769.48,24879.50,4298.88,3.23,1.00,5.64
SJF,0,2,100,70,95.89,14497.79,13976.00,7524.81,5874.04,215.00,8203.37,13742.26,13133.00,6114.50,3.23,3.00,1.56
RR,81,3,100,70,91.91,24231.60,24361.50,4697.79,3417.77,2806.00,3060.59,23473.44,23653.00,4698.68,3.03,1.00,4.22
FCFS,0,3,100,70,94.63,24100.25,26243.00,4330.09,3011.59,2990.50,1734.37,23344.98,25508.50,4347.01,3.13,1.00,5.23
SJF,0,3,100,70,94.31,14933.82,14125.00,7743.71,5625.15,172.50,8211.11,14176.49,13839.50,6033.46,3.13,3.00,1.76
RR,81,4,100,70,89.78,25988.95,25980.50,4341.63,3274.81,3051.00,2326.26,25223.30,25208.50,4329.17,2.94,1.00,4.66
FCFS,0,4,100,70,93.03,24678.30,26915.50,4359.18,3067.31,3053.00,1767.52,23920.41,26111.00,4389.87,3.03,1.00,5.49
SJF,0,4,100,70,92.54,15910.06,15527.00,7718.12,5222.76,236.00,8172.63,15145.93,16116.00,6196.49,3.03,3.00,1.83
RR,81,5,100,70,88.85,25026.77,25260.00,4965.75,3394.98,2984.00,2819.90,24270.16,24504.50,4962.44,2.94,1.00,4.01
FCFS,0,5,100,70,91.53,25034.46,27210.00,4354.28,3111.64,3107.00,1791.60,24279.00,26447.00,4382.97,3.03,1.00,5.13
SJF,0,5,100,70,91.01,15272.00,14800.50,8258.45,6674.65,654.00,8689.74,14516.49,14270.50,6387.10,3.03,3.00,1.76
