algorithm,quantum,context_switch_time,num_patrons,seed,cpu_util,mean_turnaround,median_turnaround,SD_turnaround,mean_response,median_response,SD_response,mean_wait,median_wait,SD_wait,mean_throughput,median_throughput,SD_throughput
RR,30,3,25,14,86.39,6837.40,6894.00,988.93,1236.64,1134.00,1237.21,6032.00,6134.00,975.23,2.78,1.00,3.77
RR,31,3,25,14,85.76,6784.64,6990.00,911.00,1289.08,1250.00,1242.54,5979.44,6321.00,883.71,2.78,0.00,3.63
RR,32,3,25,14,85.53,6836.36,6898.00,917.98,1156.44,1151.00,994.75,6031.48,6093.00,887.03,2.78,0.00,3.80
RR,33,3,25,14,85.42,6788.84,6895.00,968.55,1127.20,988.00,1006.29,5981.68,6096.00,909.91,2.78,0.00,3.77
RR,34,3,25,14,87.04,6745.68,7019.00,1151.60,1028.24,993.00,616.19,5939.80,6203.00,1112.19,2.78,2.00,3.73
RR,35,3,25,14,86.26,6791.92,6895.00,1090.08,1145.20,1111.00,950.79,5983.28,6116.00,1061.62,2.78,2.00,3.73
RR,36,3,25,14,86.39,6556.96,6615.00,1125.99,1155.56,1266.00,935.16,5753.80,5973.00,1078.80,2.78,2.00,3.11
RR,37,3,25,14,87.70,6678.16,6827.00,1135.68,1116.32,1074.00,925.07,5873.80,5981.00,1077.60,2.78,1.00,3.38
RR,38,3,25,14,87.23,6537.28,6852.00,1063.68,1182.60,803.00,1215.88,5733.12,6048.00,1040.55,2.78,2.00,3.19
RR,39,3,25,14,88.26,6602.04,6629.00,960.04,1116.76,1114.00,940.46,5798.80,5765.00,919.30,2.78,1.00,3.56
RR,40,3,25,14,88.90,6640.40,6713.00,803.08,869.96,822.00,494.67,5838.32,5906.00,760.51,2.78,0.00,3.87
RR,41,3,25,14,88.80,6683.92,6348.00,802.77,878.28,829.00,494.76,5882.00,5628.00,754.43,2.78,0.00,3.77
RR,42,3,25,14,87.60,6586.20,6761.00,840.35,987.52,864.00,857.01,5784.48,5883.00,812.24,2.78,0.00,3.63
RR,43,3,25,14,88.67,6802.76,6881.00,925.88,887.24,882.00,518.41,5997.72,6129.00,885.73,2.78,0.00,3.80
RR,44,3,25,14,88.34,6805.68,6878.00,1030.62,910.52,884.00,527.04,5999.68,6118.00,993.91,2.78,1.00,3.77
RR,45,3,25,14,88.44,7009.64,7235.00,774.11,883.52,884.00,515.34,6202.92,6373.00,759.13,2.78,0.00,4.32
RR,46,3,25,14,88.87,6771.72,6835.00,926.82,906.60,878.00,524.50,5969.68,6083.00,894.49,2.78,0.00,4.15
RR,47,3,25,14,88.85,6993.44,7207.00,845.82,871.28,874.00,506.14,6191.04,6473.00,788.88,2.78,0.00,4.21
RR,48,3,25,14,88.57,6730.20,7161.00,935.20,995.88,837.00,857.72,5926.12,6314.00,880.97,2.78,0.00,3.53
RR,49,3,25,14,88.64,6724.48,7084.00,991.73,1006.84,849.00,858.19,5920.04,6272.00,968.89,2.78,1.00,3.80
RR,50,3,25,14,89.42,6629.04,6998.00,915.23,999.12,879.00,775.78,5825.60,6148.00,892.30,2.78,1.00,3.63
RR,51,3,25,14,89.51,6641.56,6729.00,862.46,1024.76,816.00,945.50,5838.36,5911.00,816.18,2.78,1.00,3.73
RR,52,3,25,14,89.26,6650.96,6763.00,790.55,988.84,858.00,802.48,5845.64,5986.00,754.87,2.78,1.00,3.96
RR,53,3,25,14,88.86,6685.20,6702.00,950.34,989.12,862.00,792.04,5880.52,5983.00,908.18,2.78,1.00,3.70
RR,54,3,25,14,89.13,6629.08,6640.00,936.51,983.32,860.00,784.71,5827.44,5927.00,894.83,2.78,1.00,3.53
RR,55,3,25,14,89.78,6634.60,6728.00,774.64,946.76,823.00,783.66,5833.16,5900.00,749.99,2.78,1.00,3.83
RR,56,3,25,14,89.49,6792.84,6820.00,840.93,953.52,814.00,785.41,5988.32,6097.00,791.60,2.78,1.00,3.77
RR,57,3,25,14,88.90,6623.28,6799.00,904.38,964.12,950.00,571.34,5819.40,5974.00,869.36,2.78,1.00,3.83
RR,58,3,25,14,88.86,6642.28,6699.00,892.98,963.44,950.00,570.18,5838.24,6000.00,857.95,2.78,1.00,3.83
RR,59,3,25,14,89.28,6578.04,6894.00,996.22,1077.92,951.00,804.94,5773.68,6130.00,978.36,2.78,1.00,3.56
RR,60,3,25,14,90.16,6776.12,6821.00,892.09,809.40,840.00,504.92,5972.08,6163.00,851.47,2.78,1.00,4.21
RR,61,3,25,14,89.19,6606.24,6909.00,1034.66,928.52,850.00,535.61,5805.68,6114.00,1006.91,2.78,1.00,4.15
RR,62,3,25,14,90.34,6718.68,6982.00,1007.46,936.16,854.00,545.06,5915.72,6196.00,989.53,2.78,1.00,3.99
RR,63,3,25,14,89.26,6642.24,6940.00,1034.90,930.16,851.00,536.44,5840.52,6157.00,1007.20,2.78,1.00,4.15
RR,64,3,25,14,90.28,6705.84,6971.00,1034.01,933.60,855.00,543.85,5903.76,6199.00,1009.16,2.78,1.00,3.99
RR,65,3,25,14,90.54,6546.68,6833.00,1078.28,900.20,833.00,783.91,5745.64,6070.00,1041.71,2.78,1.00,4.15
RR,66,3,25,14,90.48,6568.56,6643.00,1082.11,896.52,822.00,790.14,5767.04,5772.00,1054.00,2.78,1.00,3.90
RR,67,3,25,14,90.66,6454.64,6513.00,1035.94,864.48,834.00,640.85,5653.72,5734.00,1000.78,2.78,1.00,3.53
RR,68,3,25,14,90.89,6456.44,6693.00,1041.08,872.12,842.00,639.98,5655.00,5850.00,1005.78,2.78,1.00,3.53
RR,69,3,25,14,90.64,6576.12,7068.00,1082.95,829.56,832.00,501.69,5774.12,6216.00,1048.65,2.78,1.00,3.67
RR,70,3,25,14,91.20,6429.24,6532.00,942.19,895.36,869.00,667.53,5628.92,5685.00,930.41,2.78,1.00,3.87
RR,71,3,25,14,90.01,6437.16,6511.00,918.20,812.88,878.00,482.90,5637.80,5801.00,906.24,2.78,1.00,4.24
RR,72,3,25,14,89.59,6513.48,6596.00,931.57,818.68,882.00,485.06,5711.32,5885.00,920.23,2.78,1.00,3.90
RR,73,3,25,14,91.11,6512.96,6530.00,752.74,819.72,885.00,485.64,5712.32,5823.00,757.50,2.78,0.00,3.77
RR,74,3,25,14,90.08,6374.40,6516.00,978.29,926.48,861.00,708.36,5572.16,5787.00,933.34,2.78,0.00,3.70
RR,75,3,25,14,91.74,6112.32,6139.00,1089.78,900.80,754.00,912.07,5311.08,5495.00,1026.43,2.78,1.00,3.27
RR,76,3,25,14,91.86,6103.64,6111.00,1071.38,998.08,754.00,1042.22,5304.24,5468.00,1012.39,2.78,1.00,3.27
RR,77,3,25,14,92.16,6028.16,5996.00,1084.73,890.04,747.00,901.47,5230.16,5206.00,1022.29,2.78,2.00,3.03
RR,78,3,25,14,91.95,6068.48,6039.00,1089.50,898.48,750.00,909.93,5269.48,5249.00,1026.85,2.78,2.00,3.03
RR,79,3,25,14,91.87,6097.80,6063.00,1087.25,904.96,750.00,918.58,5296.72,5273.00,1024.58,2.78,2.00,3.03
RR,80,3,25,14,91.80,6107.72,6077.00,1090.93,905.32,750.00,918.75,5306.88,5287.00,1028.53,2.78,2.00,3.03
RR,81,3,25,14,92.03,6091.00,6121.00,1069.38,897.84,748.00,909.55,5292.76,5482.00,1006.08,2.78,1.00,3.27
RR,82,3,25,14,92.23,6080.20,6088.00,1086.07,895.00,734.00,909.48,5282.64,5413.00,1028.31,2.78,2.00,3.11
RR,83,3,25,14,91.96,6124.00,6159.00,1066.09,906.52,749.00,919.01,5324.32,5516.00,1002.05,2.78,1.00,3.27
RR,84,3,25,14,91.89,6093.28,6054.00,1079.96,899.96,743.00,917.98,5293.36,5265.00,1017.50,2.78,2.00,3.03
RR,85,3,25,14,91.83,6149.12,6188.00,1065.46,913.08,754.00,926.15,5347.96,5546.00,1002.26,2.78,1.00,3.27
RR,86,3,25,14,91.87,6148.72,6190.00,1065.23,910.56,753.00,924.90,5348.08,5549.00,1002.52,2.78,1.00,3.27
RR,87,3,25,14,92.03,6088.52,6041.00,1068.91,905.04,748.00,918.99,5290.24,5257.00,1006.42,2.78,2.00,3.03
RR,88,3,25,14,92.12,6060.24,6013.00,1064.33,893.56,735.00,911.87,5262.92,5233.00,1002.09,2.78,2.00,3.03
RR,89,3,25,14,92.33,6046.84,5997.00,1056.97,895.04,739.00,911.18,5249.84,5216.00,995.00,2.78,2.00,3.23
RR,90,3,25,14,91.99,6116.00,6058.00,1069.79,905.24,743.00,928.80,5317.12,5277.00,1012.07,2.78,2.00,3.03
RR,91,3,25,14,92.10,6109.52,6051.00,1065.80,905.16,740.00,928.16,5311.08,5270.00,1008.19,2.78,2.00,3.03
RR,92,3,25,14,92.10,6142.96,6060.00,1080.01,911.08,739.00,931.37,5343.72,5495.00,1018.10,2.78,2.00,3.11
RR,93,3,25,14,91.95,6109.80,6054.00,1060.11,905.52,737.00,929.11,5311.80,5273.00,1003.08,2.78,2.00,3.03
RR,94,3,25,14,92.10,6121.48,6069.00,1059.10,911.08,746.00,931.50,5322.36,5284.00,1001.18,2.78,2.00,3.03
RR,95,3,25,14,92.11,6144.08,6198.00,1043.41,913.24,744.00,931.24,5345.44,5556.00,982.04,2.78,1.00,3.27
RR,96,3,25,14,91.94,6146.00,6096.00,1063.33,909.64,739.00,933.18,5346.28,5312.00,1006.35,2.78,2.00,3.03
RR,97,3,25,14,90.60,6112.32,6086.00,1038.07,920.24,748.00,948.54,5313.76,5308.00,979.82,2.78,2.00,3.23
RR,98,3,25,14,90.59,6113.12,6085.00,1037.12,916.00,742.00,949.41,5314.92,5303.00,979.76,2.78,2.00,3.23
RR,99,3,25,14,91.92,6104.92,6040.00,1075.71,808.16,730.00,731.50,5307.36,5447.00,1012.69,2.78,2.00,3.35
RR,100,3,25,14,92.73,6147.16,6503.00,910.78,835.88,742.00,700.18,5348.88,5718.00,862.79,2.78,1.00,4.18
RR,30,3,25,25,85.13,6358.60,6473.00,1220.70,1141.44,558.00,1456.16,5606.76,5744.00,1166.58,2.78,2.00,3.35
RR,31,3,25,25,86.29,6576.40,6834.00,1173.05,1019.72,543.00,1277.90,5822.92,5958.00,1128.22,2.78,2.00,3.27
RR,32,3,25,25,86.34,6506.32,6753.00,1166.29,1015.92,547.00,1274.00,5755.12,6045.00,1107.27,2.78,2.00,3.15
RR,33,3,25,25,86.70,6259.92,6864.00,1554.37,1286.64,633.00,1478.46,5506.20,5943.00,1471.86,2.78,2.00,3.07
RR,34,3,25,25,87.34,6330.72,6427.00,1283.27,1008.88,587.00,1196.60,5579.36,5648.00,1231.88,2.78,1.00,3.42
RR,35,3,25,25,87.42,6116.76,6371.00,1345.90,1144.64,611.00,1345.85,5364.80,5616.00,1291.00,2.78,3.00,2.86
RR,36,3,25,25,87.61,6289.72,6893.00,1374.11,1147.36,621.00,1336.52,5538.92,6091.00,1337.01,2.78,1.00,3.49
RR,37,3,25,25,87.46,6167.28,6388.00,1418.73,1230.20,657.00,1360.40,5413.80,5660.00,1370.45,2.78,3.00,2.86
RR,38,3,25,25,87.73,6240.60,6380.00,1193.52,955.48,683.00,1220.85,5486.72,5568.00,1126.34,2.78,1.00,2.99
RR,39,3,25,25,87.85,6245.44,6389.00,1189.73,959.08,690.00,1222.81,5491.04,5579.00,1121.35,2.78,1.00,2.99
RR,40,3,25,25,88.56,6182.28,6268.00,1199.13,871.72,665.00,1052.96,5428.60,5597.00,1192.48,2.78,2.00,3.49
RR,41,3,25,25,88.91,6201.32,6455.00,1280.45,678.80,596.00,771.66,5451.56,5717.00,1240.83,2.78,1.00,2.99
RR,42,3,25,25,88.97,6234.40,6931.00,1407.05,723.72,652.00,766.75,5484.72,6145.00,1350.54,2.78,3.00,2.86
RR,43,3,25,25,88.92,6186.32,6465.00,1415.95,741.40,622.00,806.35,5436.12,5754.00,1359.59,2.78,2.00,3.07
RR,44,3,25,25,88.85,6391.28,6701.00,1289.79,639.24,645.00,552.47,5638.32,5874.00,1254.55,2.78,1.00,3.49
RR,45,3,25,25,87.27,6366.56,6466.00,1087.03,1046.20,693.00,1285.74,5614.00,5714.00,1038.05,2.78,2.00,3.23
RR,46,3,25,25,87.26,6559.44,6702.00,1156.46,939.72,704.00,1153.24,5805.96,6027.00,1103.32,2.78,2.00,3.83
RR,47,3,25,25,88.79,6281.84,6860.00,1343.14,911.88,663.00,1091.21,5531.44,6088.00,1294.71,2.78,2.00,3.27
RR,48,3,25,25,88.79,6201.32,6549.00,1195.86,1057.84,719.00,1310.12,5449.64,5789.00,1125.73,2.78,3.00,2.86
RR,49,3,25,25,88.88,6100.44,6440.00,1158.84,1082.08,722.00,1302.48,5351.08,5681.00,1091.01,2.78,3.00,2.82
RR,50,3,25,25,89.03,6197.44,6341.00,1006.87,918.64,494.00,1087.12,5448.52,5560.00,955.37,2.78,2.00,2.99
RR,51,3,25,25,89.83,6236.56,6393.00,990.18,1050.96,707.00,1245.99,5477.88,5599.00,962.54,2.78,3.00,2.86
RR,52,3,25,25,89.06,5975.40,5863.00,982.70,1021.52,713.00,1208.96,5224.72,5270.00,928.53,2.78,2.00,3.03
RR,53,3,25,25,88.96,5971.48,5867.00,979.98,1020.56,713.00,1204.85,5222.04,5270.00,926.55,2.78,2.00,3.03
RR,54,3,25,25,88.70,6032.60,5836.00,1007.50,1079.04,758.00,1231.90,5282.28,5107.00,974.88,2.78,2.00,2.91
RR,55,3,25,25,88.48,6059.60,5861.00,1010.45,1086.28,768.00,1239.17,5307.84,5141.00,977.03,2.78,2.00,2.91
RR,56,3,25,25,89.15,6205.04,6499.00,1128.53,1054.48,788.00,1152.47,5454.84,5827.00,1083.08,2.78,1.00,3.23
RR,57,3,25,25,89.70,6043.04,5924.00,975.58,1044.84,746.00,1231.89,5294.00,5284.00,922.29,2.78,2.00,2.95
RR,58,3,25,25,90.08,6228.04,6408.00,974.75,963.88,544.00,1125.51,5479.56,5665.00,931.62,2.78,2.00,3.15
RR,59,3,25,25,89.57,6349.88,6534.00,1064.30,1066.64,821.00,1160.80,5598.48,5816.00,1019.16,2.78,2.00,3.19
RR,60,3,25,25,89.35,6034.08,6558.00,1325.06,1041.60,817.00,1165.82,5282.56,5769.00,1286.84,2.78,2.00,2.95
RR,61,3,25,25,89.62,6217.84,6446.00,1328.83,1003.40,700.00,1159.81,5466.08,5779.00,1297.54,2.78,2.00,3.03
RR,62,3,25,25,88.93,5882.52,5813.00,1184.28,960.16,564.00,1148.78,5134.00,5043.00,1110.69,2.78,3.00,2.73
RR,63,3,25,25,89.70,5973.72,6225.00,1243.61,1067.68,845.00,1184.27,5223.08,5547.00,1200.20,2.78,2.00,2.68
RR,64,3,25,25,89.83,6148.96,6443.00,1314.49,1003.52,795.00,1159.34,5398.96,5579.00,1259.46,2.78,2.00,2.91
RR,65,3,25,25,89.35,6171.12,6622.00,1343.88,1049.24,507.00,1236.80,5421.60,5850.00,1292.91,2.78,2.00,3.31
RR,66,3,25,25,89.47,6088.88,6373.00,1102.52,1012.40,516.00,1239.76,5339.44,5500.00,1089.89,2.78,2.00,3.27
RR,67,3,25,25,90.53,5991.40,6003.00,1261.26,942.20,507.00,995.40,5241.64,5312.00,1211.18,2.78,2.00,2.86
RR,68,3,25,25,90.43,6156.04,6314.00,1195.65,906.36,524.00,988.22,5406.12,5496.00,1150.17,2.78,1.00,2.99
RR,69,3,25,25,90.96,6065.92,6646.00,1224.61,895.28,517.00,963.49,5319.48,5830.00,1177.80,2.78,1.00,3.19
RR,70,3,25,25,90.85,6192.08,6555.00,1191.41,869.88,522.00,970.23,5443.32,5811.00,1159.63,2.78,2.00,3.27
RR,71,3,25,25,91.36,6033.60,6232.00,1162.41,857.72,512.00,955.48,5287.60,5569.00,1137.42,2.78,2.00,3.27
RR,72,3,25,25,91.14,6038.24,6239.00,1161.74,860.08,514.00,957.75,5292.68,5574.00,1136.60,2.78,2.00,3.27
RR,73,3,25,25,90.74,6066.08,6265.00,1178.01,883.64,534.00,983.73,5317.68,5540.00,1137.10,2.78,2.00,2.86
RR,74,3,25,25,90.91,5877.64,6135.00,1162.95,928.52,517.00,1004.86,5130.36,5416.00,1138.30,2.78,3.00,2.64
RR,75,3,25,25,91.76,5934.80,6052.00,1176.63,687.88,488.00,750.61,5187.84,5335.00,1164.82,2.78,2.00,3.67
RR,76,3,25,25,91.83,5935.56,5998.00,1090.97,690.36,507.00,771.57,5188.24,5326.00,1088.14,2.78,2.00,3.35
RR,77,3,25,25,90.41,6052.92,6103.00,1177.64,695.16,520.00,776.58,5303.92,5400.00,1156.30,2.78,1.00,3.31
RR,78,3,25,25,91.77,5922.04,5990.00,1089.60,688.88,500.00,767.38,5175.96,5319.00,1090.18,2.78,2.00,3.42
RR,79,3,25,25,91.76,6026.32,6067.00,1129.95,697.40,511.00,781.32,5278.48,5461.00,1120.61,2.78,1.00,3.70
RR,80,3,25,25,91.67,6002.44,6050.00,1130.27,696.40,511.00,782.55,5253.56,5375.00,1116.76,2.78,1.00,3.46
RR,81,3,25,25,90.55,6047.84,6102.00,1166.24,699.60,519.00,780.10,5299.76,5398.00,1145.21,2.78,1.00,3.53
RR,82,3,25,25,91.87,5952.16,6007.00,1157.60,700.88,494.00,772.12,5205.52,5375.00,1141.22,2.78,2.00,3.67
RR,83,3,25,25,91.81,6180.04,6234.00,1020.62,702.88,492.00,794.53,5433.68,5488.00,1013.38,2.78,2.00,3.90
RR,84,3,25,25,91.78,6049.64,6054.00,1099.52,702.64,496.00,787.39,5302.32,5467.00,1101.60,2.78,2.00,3.63
RR,85,3,25,25,91.88,5952.40,6007.00,1145.37,708.36,500.00,774.25,5204.88,5376.00,1129.48,2.78,2.00,3.67
RR,86,3,25,25,90.73,5994.60,6122.00,1271.31,715.76,571.00,778.69,5247.20,5395.00,1244.98,2.78,1.00,4.27
RR,87,3,25,25,91.95,5931.44,5985.00,1135.42,711.24,501.00,772.98,5185.52,5356.00,1120.34,2.78,2.00,3.67
RR,88,3,25,25,90.59,6078.92,6191.00,1154.21,709.80,523.00,789.13,5330.48,5436.00,1131.15,2.78,1.00,3.53
RR,89,3,25,25,91.72,6128.16,6273.00,1133.30,710.56,520.00,788.93,5381.40,5502.00,1126.48,2.78,1.00,3.42
RR,90,3,25,25,91.85,5972.00,6055.00,1139.33,713.64,503.00,778.48,5225.88,5417.00,1126.98,2.78,2.00,3.49
RR,91,3,25,25,91.92,5968.56,6049.00,1164.21,714.68,500.00,779.35,5221.96,5397.00,1147.09,2.78,2.00,3.49
RR,92,3,25,25,91.72,6047.68,6110.00,992.72,721.36,513.00,808.22,5300.52,5452.00,983.94,2.78,1.00,3.77
RR,93,3,25,25,91.88,6002.00,6063.00,1180.59,719.12,500.00,782.20,5255.84,5411.00,1163.97,2.78,2.00,3.49
RR,94,3,25,25,91.77,6066.40,6096.00,1181.21,727.44,510.00,789.54,5319.52,5464.00,1169.66,2.78,2.00,3.11
RR,95,3,25,25,91.81,6052.64,6084.00,1178.66,722.84,508.00,785.98,5306.16,5450.00,1166.71,2.78,2.00,3.35
RR,96,3,25,25,91.88,6048.84,6082.00,1175.74,722.48,508.00,785.27,5302.72,5478.00,1164.45,2.78,2.00,3.63
RR,97,3,25,25,91.89,6067.48,6110.00,1175.90,725.88,511.00,788.43,5319.68,5502.00,1162.07,2.78,2.00,3.11
RR,98,3,25,25,91.49,6063.64,6168.00,1070.52,848.52,545.00,981.04,5314.92,5421.00,1052.78,2.78,2.00,3.07
RR,99,3,25,25,91.78,6107.40,6183.00,1080.10,725.08,522.00,799.46,5360.16,5472.00,1059.36,2.78,1.00,3.77
RR,100,3,25,25,92.60,5965.00,6398.00,1087.33,689.48,512.00,640.22,5219.44,5636.00,1094.85,2.78,2.00,3.93
RR,30,3,25,36,86.60,6922.28,6921.00,1306.97,1624.96,1107.00,1514.85,6134.84,6050.00,1246.64,2.50,2.00,3.14
RR,31,3,25,36,86.47,7015.04,7073.00,958.09,1531.56,956.00,1550.64,6226.72,6210.00,892.17,2.50,1.00,3.14
RR,32,3,25,36,86.16,7093.28,7110.00,1062.22,1484.60,985.00,1434.42,6299.72,6393.00,971.83,2.50,1.00,3.60
RR,33,3,25,36,85.99,7071.68,7124.00,956.65,1533.04,1054.00,1464.58,6277.80,6306.00,874.40,2.50,1.50,3.06
RR,34,3,25,36,86.83,7110.64,6996.00,877.43,1476.76,1233.00,1258.08,6321.00,6296.00,828.52,2.50,1.00,3.63
RR,35,3,25,36,87.72,6751.12,6778.00,1040.17,1590.08,1168.00,1432.75,5963.88,5890.00,984.62,2.78,1.00,3.67
RR,36,3,25,36,87.49,6894.60,6951.00,1096.73,1585.52,1228.00,1440.86,6105.00,6178.00,1044.17,2.50,1.50,3.14
RR,37,3,25,36,87.67,6782.76,6740.00,1037.04,1553.32,1182.00,1435.93,5996.88,5891.00,993.41,2.50,1.00,3.24
RR,38,3,25,36,88.60,6527.80,6721.00,1057.27,1595.20,1387.00,1497.33,5744.60,5900.00,1015.99,2.78,1.00,3.31
RR,39,3,25,36,88.35,6660.88,6706.00,1009.70,1602.52,1303.00,1536.09,5874.84,5848.00,982.90,2.50,1.00,3.47
RR,40,3,25,36,88.88,6884.64,6793.00,747.26,1259.68,863.00,1126.72,6101.92,6069.00,731.46,2.78,0.00,4.35
RR,41,3,25,36,88.60,6961.56,6977.00,747.34,1332.20,980.00,1157.46,6174.24,6115.00,710.92,2.78,0.00,4.15
RR,42,3,25,36,88.88,6772.04,6773.00,897.44,1496.60,1149.00,1314.75,5986.28,5991.00,856.89,2.78,1.00,3.63
RR,43,3,25,36,88.63,6721.72,6809.00,935.98,1541.92,1424.00,1316.90,5934.04,6032.00,886.11,2.78,1.00,3.83
RR,44,3,25,36,88.84,6805.64,6752.00,769.12,1539.80,1462.00,1310.61,6019.96,6058.00,738.04,2.78,0.00,3.80
RR,45,3,25,36,88.69,6744.20,6724.00,825.78,1410.36,1264.00,1180.26,5956.44,5869.00,782.38,2.78,0.00,4.02
RR,46,3,25,36,88.57,6897.92,6936.00,952.45,1295.68,996.00,1011.89,6108.40,6091.00,881.21,2.78,0.00,4.06
RR,47,3,25,36,88.63,6877.36,6913.00,1005.79,1292.68,996.00,1011.14,6089.68,6067.00,923.16,2.78,0.00,4.55
RR,48,3,25,36,88.69,6849.40,6810.00,935.64,1328.28,1296.00,1020.98,6061.08,5962.00,860.98,2.78,0.00,4.15
RR,49,3,25,36,88.70,6886.48,7196.00,1119.64,1476.08,1395.00,1210.97,6099.52,6367.00,1068.20,2.78,1.00,4.09
RR,50,3,25,36,89.44,6766.64,6874.00,1011.68,1241.76,1049.00,1038.52,5979.60,6096.00,945.58,2.78,1.00,4.02
RR,51,3,25,36,89.56,6778.36,6920.00,876.43,1140.60,1013.00,843.20,5993.04,6154.00,822.20,2.78,1.00,3.80
RR,52,3,25,36,89.80,6692.76,6839.00,906.75,1275.48,1059.00,1024.36,5907.00,6073.00,860.92,2.78,1.00,3.77
RR,53,3,25,36,89.77,6624.48,6828.00,949.66,1386.92,1048.00,1177.00,5839.00,6016.00,877.74,2.78,1.00,3.63
RR,54,3,25,36,89.75,6759.20,7122.00,1000.25,1138.16,983.00,891.31,5972.88,6287.00,932.74,2.78,2.00,3.70
RR,55,3,25,36,89.49,6649.48,6864.00,870.75,1399.16,1076.00,1183.36,5862.44,6008.00,817.33,2.78,1.00,3.53
RR,56,3,25,36,89.44,6780.44,6786.00,712.51,1306.40,1071.00,1075.18,5992.32,5922.00,659.93,2.78,0.00,3.96
RR,57,3,25,36,89.56,6613.24,6635.00,828.09,1414.72,1103.00,1181.10,5827.48,5938.00,778.55,2.78,0.00,3.63
RR,58,3,25,36,89.63,6782.20,6693.00,796.79,1291.44,1057.00,1061.42,5995.64,5848.00,756.94,2.78,0.00,4.06
RR,59,3,25,36,89.75,6737.08,6646.00,787.50,1299.68,1073.00,1059.43,5953.08,5800.00,747.69,2.78,0.00,3.96
RR,60,3,25,36,90.61,6485.80,6639.00,873.31,1322.68,1105.00,1040.27,5703.64,5868.00,812.26,2.78,1.00,3.35
RR,61,3,25,36,90.11,6611.16,6648.00,882.18,1341.08,1135.00,1047.87,5825.16,5767.00,805.71,2.78,1.00,4.15
RR,62,3,25,36,90.14,6665.00,6846.00,865.33,1448.36,1144.00,1194.13,5879.40,6020.00,841.29,2.78,0.00,3.87
RR,63,3,25,36,90.42,6553.72,6744.00,946.89,1246.68,1095.00,1077.69,5769.32,5949.00,871.65,2.78,1.00,3.70
RR,64,3,25,36,90.14,6703.36,6847.00,764.90,1334.04,1152.00,1057.85,5917.20,6081.00,730.25,2.78,0.00,3.87
RR,65,3,25,36,90.38,6788.64,6807.00,759.77,1236.20,912.00,1127.63,6003.48,6017.00,699.94,2.78,0.00,4.49
RR,66,3,25,36,90.94,6452.96,6567.00,947.44,1311.36,1107.00,1109.66,5670.84,5800.00,911.40,2.78,1.00,3.53
RR,67,3,25,36,90.76,6911.72,6754.00,749.66,1155.20,998.00,867.31,6125.28,6155.00,677.79,2.78,0.00,4.32
RR,68,3,25,36,90.71,6914.48,6859.00,740.71,1100.68,885.00,876.78,6128.24,6148.00,648.99,2.78,0.00,4.66
RR,69,3,25,36,90.99,6811.64,6790.00,714.83,1121.68,979.00,851.35,6028.60,5931.00,630.08,2.78,0.00,4.21
RR,70,3,25,36,91.45,6706.96,6708.00,746.12,1245.48,1109.00,1014.83,5923.76,5997.00,733.26,2.78,0.00,3.93
RR,71,3,25,36,91.51,6662.48,6693.00,736.91,1236.72,1107.00,1004.07,5880.88,5945.00,725.64,2.78,0.00,4.18
RR,72,3,25,36,91.19,6710.80,6732.00,808.09,1283.68,1163.00,999.01,5926.20,5989.00,783.38,2.78,0.00,3.93
RR,73,3,25,36,91.33,6692.92,6701.00,789.03,1288.60,1172.00,996.92,5909.80,5992.00,759.73,2.78,0.00,3.93
RR,74,3,25,36,91.52,6742.96,6747.00,789.35,1242.60,1135.00,986.24,5960.52,6015.00,764.89,2.78,0.00,4.06
RR,75,3,25,36,92.08,6284.44,6260.00,945.96,1263.64,983.00,1133.43,5501.40,5543.00,951.99,2.78,2.00,3.27
RR,76,3,25,36,92.33,6466.96,6423.00,761.87,1090.20,857.00,988.50,5686.20,5630.00,777.56,2.78,1.00,3.90
RR,77,3,25,36,92.22,6469.48,6425.00,757.00,1100.28,868.00,992.05,5688.16,5628.00,773.16,2.78,1.00,3.90
RR,78,3,25,36,92.14,6502.60,6445.00,797.04,1103.76,877.00,993.76,5721.48,5736.00,794.22,2.78,1.00,4.38
RR,79,3,25,36,92.17,6511.16,6466.00,785.32,1106.00,877.00,997.74,5728.76,5758.00,779.62,2.78,1.00,4.66
RR,80,3,25,36,92.32,6500.04,6440.00,785.38,1108.88,880.00,999.97,5718.00,5756.00,782.96,2.78,1.00,4.38
RR,81,3,25,36,92.37,6422.20,6393.00,732.43,1095.76,869.00,987.04,5642.28,5597.00,751.83,2.78,1.00,4.09
RR,82,3,25,36,92.25,6467.96,6398.00,775.13,1110.92,889.00,995.83,5686.52,5656.00,773.78,2.78,1.00,4.09
RR,83,3,25,36,91.97,6522.96,6452.00,783.33,1119.84,897.00,1003.01,5740.40,5712.00,781.75,2.78,1.00,3.96
RR,84,3,25,36,92.09,6427.96,6338.00,846.07,1114.00,890.00,1001.67,5646.20,5608.00,855.86,2.78,1.00,4.06
RR,85,3,25,36,92.28,6502.68,6421.00,773.16,1125.08,901.00,1010.23,5720.96,5686.00,770.90,2.78,1.00,4.21
RR,86,3,25,36,92.23,6500.52,6430.00,781.17,1122.48,891.00,1009.17,5718.96,5750.00,779.31,2.78,1.00,4.38
RR,87,3,25,36,92.25,6478.04,6392.00,772.62,1124.04,900.00,1005.74,5697.92,5654.00,771.16,2.78,1.00,4.21
